,train,val,test
200,BLGM-4162,,
201,BLGM-4163,,
202,BLGM4164-3,,
203,BLGM4166,,
204,BLGM-4168,,
205,BLGM4169,,
206,BLGM-4170,,
207,BLGM-4171,,
208,BLGM4173-1,,
209,BLGM-4178,,
210,BLGM-4179,,
211,blgm4063XX,,
212,blgm4064XX,,
213,BLGM4188,,
214,BLGM-4190,,
215,BLGM-4191,,
216,BLGM-4192,,
217,BLGM-4193,,
218,BLGM4194-2,,
219,BLGM-4196,,
220,BLGM-4198,,
221,BLGM-4200,,
222,BLGM-4201,,
223,BLGM-4203-2,,
224,BLGM-4204,,
225,BLGM-4207,,
226,BLGM-4209,,
227,BLGM4211,,
228,blgm4065XX,,
229,BLGM4219-3,,
230,BLGM-4223-1,,
231,BLGM4224-2,,
232,BLGM-4225,,
233,BLGM-4228-1,,
234,BLGM-4232,,
235,blgm4066xx,,
236,BLGM4244,,
237,BLGM4246,,
238,BLGM5001,,
239,BLGM5077-3,,
240,BLGM5004,,
241,BLGM5005-2,,
242,BLGM5007,,
243,BLGM5008-2,,
244,BLGM5011,,
245,BLGM5013-14,,
246,BLGM5019,,
247,BLGM5020,,
248,BLGM5021,,
249,BLGM5026,,
250,BLGM5027-9,,
251,BLGM5083,,
252,BLGM5030,,
253,BLGM5032,,
254,BLGM5034,,
255,BLGM5036,,
256,BLGM5037,,
257,BLGM5038,,
258,BLGM5040,,
259,BLGM5042,,
260,BLGM5044-3,,
261,BLGM5046,,
262,BLGM5047,,
263,BLGM5049-2,,
264,BLGM5050,,
265,BLGM5051-1,,
266,BLGM5052,,
267,BLGM5053,,
268,BLGM5055,,
269,BLGM5057-1,,
270,BLGM5058,,
271,BLGM5059-2,,
272,BLGM5060-2,,
273,BLGM5061,,
274,BLGM5062-8,,
275,BLGM5063,,
276,BLGM5072,,
277,BLGM1679,,
278,BLGM1428,,
279,BLGM1022,,
280,BLGM1328,,
281,BLGM1723,,
282,BLGM1287,,
283,BLGM1446,,
284,BLGM-2503,,
285,blgm2155,,
286,BLGM1615,,
287,BLGM1711,,
288,BLGM-1866A,,
289,BLGM1619,,
290,BLGM2541,,
291,BLGM1574,,
292,BLGM1025,,
293,BLGM2156,,
294,BLGM1281,,
295,BLGM-1798,,
296,BLGM1467,,
297,BLGM1027,,
298,BLGM1346,,
299,BLGM1029,,
300,BLGM1030,,
301,BLGM1438,,
302,BGLM1004,,
303,BLGM1466,,
304,BLGM-1897,,
305,BLGM1037,,
306,BLGM1280,,
307,BLGM1691,,
308,BLGM2161,,
309,BLGM1673,,
310,BLGM1486,,
311,BLGM-1883A,,
312,BLGM1553,,
313,BLGM2513,,
314,BLGM1703,,
315,BLGM-1865B,,
316,BLGM1567,,
317,BLGM2167,,
318,BLGM1043,,
319,BLGM-1952,,
320,BLGM1352,,
321,BLGM-2141,,
322,BLGM1713,,
323,BLGM2168,,
324,BLGM-1990,,
325,BLGM1456,,
326,BLGM1366,,
327,BLGM1535,,
328,BLGM2169,,
329,BLGM1047,,
330,BLGM-2170,,
331,blgm2172x,,
332,BLGM-1861,,
333,BLGM1048,,
334,BLGM1362,,
335,blgm2173,,
336,BLGM1455,,
337,BLGM1530,,
338,BLGM1056,,
339,BLGM-1534A,,
340,BLGM-2134,,
341,BLGM1061,,
342,BLGM-2505,,
343,BLGM1062,,
344,BLGM2174,,
345,BLGM2176,,
346,BLGM-1582,,
347,BLGM1451,,
348,BLGM-2149,,
349,BLGM-2154,,
350,BLGM1563,,
351,BLGM1396,,
352,BLGM1498,,
353,BLGM1721,,
354,BLGM2182,,
355,BLGM1489,,
356,BLGM1605,,
357,BLGM1417,,
358,BLGM2185,,
359,BLGM1068,,
360,BLGM1071,,
361,BLGM1425,,
362,BLGM1692,,
363,BLGM-1885A,,
364,BLGM1368,,
365,BLGM2048,,
366,BLGM1449,,
367,BLGM2187B,,
368,BLGM1650,,
369,blgm2190,,
370,BLGM2044,,
371,BLGM1077,,
372,BLGM1543,,
373,BLGM1641,,
374,BLGM1667,,
375,BLGM1693,,
376,BLGM1741,,
377,BLGM1415,,
378,BLGM2055,,
379,BGLM1006,,
380,BLGM2124,,
381,BLGM1599,,
382,BLGM1078,,
383,BLGM-1912,,
384,BLGM-1441A,,
385,BLGM-2512,,
386,BLGM1082,,
387,BLGM1402,,
388,BLGM1577,,
389,BLGM1474,,
390,BLGM-2151,,
391,BLGM1333,,
392,BLGM1740,,
393,BLGM1480,,
394,BLGM1568,,
395,BLGM1724,,
396,BLGM-2515,,
397,BLGM-2099,,
398,blgm2197,,
399,BLGM1637,,
400,BLGM-2516,,
401,BLGM1725,,
402,BLGM1085,,
403,BLGM1520,,
404,BLGM2199,,
405,BLGM1089,,
406,BLGM1293,,
407,BLGM1091,,
408,BLGM1538,,
409,BLGM1374,,
410,BLGM2384,,
411,BLGM1715,,
412,BLGM-1920,,
413,BLGM1464,,
414,BLGM1389,,
415,BLGM-2120,,
416,BLGM-1862,,
417,BLGM-1947A,,
418,BLGM2202,,
419,BLGM1092,,
420,BLGM1094,,
421,BLGM1739,,
422,BLGM1432,,
423,BLGM1096,,
424,BLGM1098,,
425,BLGM1422,,
426,BLGM1645,,
427,BLGM-1850,,
428,BLGM1604,,
429,BLGM-2519,,
430,BLGM-2108,,
431,BLGM1579,,
432,BLGM-2520A,,
433,blgm2205,,
434,blgm2404,,
435,BLGM1633,,
436,BLGM1477,,
437,BLGM2208,,
438,BLGM1632,,
439,BLGM1100,,
440,BLGM-1770A,,
441,BLGM1361,,
442,BLGM1103,,
443,BLGM-1750A,,
444,BLGM-1781,,
445,BLGM1461,,
446,BLGM1386,,
447,BLGM2210,,
448,BGLM1020,,
449,BLGM1338,,
450,BLGM1636,,
451,BLGM1558,,
452,BLGM-2085,,
453,BLGM1105,,
454,BLGM1411,,
455,blgm2215,,
456,BLGM1312A,,
457,BLGM1465,,
458,BLGM1442,,
459,BLGM2018,,
460,BLGM1478,,
461,BLGM1694,,
462,BLGM1742,,
463,BLGM-1993,,
464,BLGM1347,,
465,blgm2219,,
466,BLGM2223,,
467,BLGM1307,,
468,BLGM-1858A,,
469,BLGM1367,,
470,BLGM-1751,,
471,BLGM1630,,
472,BLGM-1903A,,
473,BLGM1426,,
474,blgm2226,,
475,BLGM1618,,
476,BLGM-2067,,
477,BLGM1285,,
478,BLGM1302,,
479,BLGM1523,,
480,BLGM1659,,
481,BLGM2229,,
482,blgm2230,,
483,BLGM1408,,
484,BLGM1115,,
485,BLGM1674,,
486,BLGM2013,,
487,BGLM1007,,
488,BLGM1564,,
489,BLGM2524,,
490,BLGM2233,,
491,BLGM1388,,
492,BLGM2235,,
493,BLGM2237,,
494,BLGM1450,,
495,BLGM1680,,
496,BLGM1277,,
497,BLGM1329,,
498,BLGM1539,,
499,BLGM-2501,,
500,BLGM1181,,
501,BLGM1736,,
502,BLGM-1955,,
503,BLGM1118,,
504,BLGLM1017,,
505,BLGM1336,,
506,BLGM-1040,,
507,BLGM1702,,
508,BLGM1291,,
509,BLGM1385,,
510,BLGM2239,,
511,BLGM1643,,
512,BLGM-1906,,
513,BLGM1121,,
514,BLGM1398,,
515,BLGM-2526,,
516,BLGM-2527,,
517,BLGM-1758,,
518,BLGM1512,,
519,BLGM1122,,
520,BLGM1472,,
521,BLGM1272,,
522,BLGM1125,,
523,BLGM-2248,,
524,BLGM-1908A,,
525,BLGM1447,,
526,BLGM1126,,
527,BLGM2250,,
528,BLGM1444,,
529,BLGM1699,,
530,BLGM1661A,,
531,blgm2252,,
532,BLGM-1613,,
533,BLGM2529,,
534,BLGM1127,,
535,BLGM-1482,,
536,BLGM-2253,,
537,BLGM1129,,
538,BLGM1131,,
539,BLGM1278,,
540,blgm2254,,
541,BLGM-2125,,
542,BLGM-1857,,
543,BLGM-2066,,
544,BLGM1709,,
545,BLGM-1870,,
546,BLGM1960,,
547,BLGM1593,,
548,BLGM-2073,,
549,BLGM1547,,
550,BLGM1351,,
551,BLGM1685,,
552,BLGM2258,,
553,BLGM1135,,
554,BLGM-1978A,,
555,BLGM1494,,
556,BLGM1137,,
557,BLGM-2121,,
558,BLGM1139,,
559,BLGM2260,,
560,BLGM1657,,
561,BLGM1540,,
562,BLGM1140,,
563,BLGM-2261,,
564,BLGM1651,,
565,BLGM1583,,
566,BLGM-1900,,
567,BLGM1514,,
568,BLGM1566,,
569,BLGM1611,,
570,BLGM2535,,
571,BLGM1531,,
572,BLGM-2265,,
573,BLGM-1497,,
574,BLGM-1779,,
575,BLGM1722,,
576,BLGM1353,,
577,BGLM1012,,
578,BLGM1476,,
579,BLGM1561,,
580,BLGM-1820A,,
581,BLGM1144,,
582,BLGM1616,,
583,BLGM1141,,
584,BLGM2270,,
585,BLGM1145,,
586,BLGM-2003,,
587,BLGM-1826,,
588,BLGM1313,,
589,BLGM1517,,
590,BLGM2271,,
591,BLGM1696,,
592,BLGM2273,,
593,BLGM1460,,
594,BLGM2275,,
595,BLGM1629,,
596,BLGM1623,,
597,BLGM1712,,
598,BLGM-2278,,
599,BLGM1518,,
600,BLGM1154,,
601,BLGM2279,,
602,BLGM1594,,
603,BLGM2280mark,,
604,BLGM-2126,,
605,BLGM1537,,
606,BLGM-1991A,,
607,BLGM1733,,
608,BLGM2283mark,,
609,BLGM-2112,,
610,BLGM1675,,
611,BLGM1350,,
612,BLGM1182,,
613,BLGM2287,,
614,BLGM1433,,
615,BLGM1156,,
616,BLGM2289,,
617,BLGM2536,,
618,blgm2290,,
619,BLGM-2291,,
620,BLGM1483,,
621,BLGM1639,,
622,BLGM1500,,
623,BLGM1704,,
624,BLGM1419,,
625,BLGM1575,,
626,BLGM1601,,
627,BLGM-2293,,
628,BLGM1454,,
629,BLGM1160,,
630,BLGM1162,,
631,BLGM-2538,,
632,BLGM1400A,,
633,BLGM2295,,
634,BLGM2539,,
635,BLGM-1916,,
636,BLGM1165,,
637,BLGM1549,,
638,BLGM1556,,
639,BLGM1459,,
640,BLGM1463,,
641,BLGM-2005,,
642,BLGM1499,,
643,BLGM-2094,,
644,BLGM1457,,
645,BLGM1167,,
646,BLGM1640,,
647,BLGM2299,,
648,BLGM2012,,
649,BLGM-1853,,
650,BLGM2300,,
651,BLGM1471,,
652,BLGM1169,,
653,BLGM-1817,,
654,BLGM1513,,
655,BLGM1627,,
656,BLGM1399,,
657,BLGM1171,,
658,BLGM2305,,
659,BLGM-1533A,,
660,BLGM1701,,
661,BLGM1397,,
662,blgm2308,,
663,blgm2309,,
664,BLGM2025,,
665,BLGM1248,,
666,BLGM1481,,
667,BLGM1580,,
668,BLGM1309,,
669,BLGM1635,,
670,BLGM1587,,
671,BLGM1683,,
672,BLGM1714,,
673,BLGM1404,,
674,BLGM2313,,
675,BLGM1384,,
676,BLGM1548,,
677,BLGM1519,,
678,BLGM1420,,
679,BLGM1468,,
680,BLGM1698,,
681,BLGM1406,,
682,BLGM1178,,
683,BLGM1431,,
684,BLGM-1987,,
685,BLGM2542,,
686,BLGM2314,,
687,BLGM1502,,
688,BLGM-1734,,
689,BLGM2315,,
690,BLGM1445,,
691,BLGM1653,,
692,BLGM1560,,
693,BLGM1185,,
694,BLGM1186,,
695,BLGM-2144,,
696,BLGM1525,,
697,BLGM1573,,
698,BLGM1369,,
699,BLGM-1995,,
700,BLGM-1874A,,
701,BLGM2320mark,,
702,BLGM2322,,
703,BLGM-2323,,
704,BLGM1590,,
705,BLGM2325,,
706,BLGM1295,,
707,BLGM1188,,
708,BLGM1501,,
709,BLGM1484,,
710,BLGM2036B,,
711,BLGM-1836,,
712,BLGM2329,,
713,BLGM1190,,
714,BLGM1453,,
715,BLGM1423,,
716,BLGM-1192B,,
717,BLGM1195,,
718,BLGM2062,,
719,BLGM2060,,
720,BLGM1305,,
721,BLGM1610,,
722,BLGM2331,,
723,BLGM1202,,
724,BLGM1516,,
725,BLGM1372,,
726,BLGM1207,,
727,BLGM-1972,,
728,BLGM1597,,
729,BLGM1286,,
730,BLGM2336,,
731,BLGM-1863,,
732,BLGM2338mark,,
733,BLGM1354,,
734,BLGM1521,,
735,BLGM2550,,
736,BLGM-1907B,,
737,BLGM2341A,,
738,BLGM-1814,,
739,BLGM2347,,
740,BLGM-2348,,
741,BLGM1348,,
742,BLGM1308,,
743,BLGM1614,,
744,BLGM1552,,
745,BLGM1414,,
746,BLGM2349,,
747,BGLM1003,,
748,BLGM-2551,,
749,BLGM-1743,,
750,BLGM2352,,
751,BLGM1213,,
752,BLGM1359,,
753,BLGM1439,,
754,BLGM2019,,
755,BLGM1215,,
756,BLGM1581,,
757,BLGM1300,,
758,BLGM-2117,,
759,BLGM1335,,
760,BLGM2354,,
761,BLGM1282,,
762,BLGM-1813A,,
763,BLGM2356,,
764,BLGM1730,,
765,BLGM2358,,
766,BLGM2359,,
767,BLGM1223,,
768,BLGM1705,,
769,BLGM-1827,,
770,BLGM2030A,,
771,BLGM1304a,,
772,BLGM-1967A,,
773,BLGM1227,,
774,BLGM1324,,
775,BLGM1663,,
776,BLGM-1954,,
777,BLGM1510,,
778,BLGM-2122,,
779,BLGM1410,,
780,BLGM1707,,
781,BLGM1231,,
782,BLGM1327,,
783,BLGM1509,,
784,BLGM1606,,
785,BLGM2362,,
786,BLGM2363,,
787,BLGM1233,,
788,BLGM-1854,,
789,BLGM1570,,
790,BLGM-1788,,
791,bLGM-2364,,
792,BLGM1292,,
793,BLGM-2106,,
794,BLGM1529,,
795,BLGM1235,,
796,BLGM1321,,
797,BLGM2026,,
798,BLGM-1782A,,
799,BLGM-1802A,,
800,BLGM2367,,
801,BLGM1511,,
802,BLGM1323,,
803,BLGM-1935,,
804,BLGM1342,,
805,BLGM1493,,
806,BLGM1551,,
807,BLGM1624,,
808,BLGM1600,,
809,BLGM1688,,
810,BLGM1544,,
811,BLGM1381,,
812,BLGM-2558,,
813,BLGM2374,,
814,BLGM2375,,
815,BLGM1700,,
816,BLGM-2376,,
817,BLGM1296,,
818,BLGM2380,,
819,BLGM1578,,
820,BLGM1357,,
821,BLGM1649,,
822,BLGM1732,,
823,BLGM1644,,
824,BLGM1448,,
825,BLGM1488,,
826,BLGM-1962,,
827,BLGM1726,,
828,BLGM1317,,
829,BLGM1571,,
830,BLGM1505,,
831,BLGM-2146,,
832,BLGM2387,,
833,BLGM1325,,
834,BLGM-2093,,
835,BLGM1492,,
836,BLGM2389,,
837,BLGM1236,,
838,BLGM2391,,
839,BLGM1238,,
840,BLGM-2392,,
841,BLGM-1656A,,
842,BLGM-2393,,
843,BLGM1666,,
844,BLGM1634,,
845,BLGM2054,,
846,BLGM-2007,,
847,BLGM1241,,
848,BGLM1014,,
849,blgm2394,,
850,BLGM1589,,
851,BLGM1310B,,
852,BLGM1242,,
853,BLGM1469,,
854,BLGM1363,,
855,BLGM2397,,
856,BLGM1607,,
857,BLGM1355,,
858,BLGM-2399,,
859,BLGM1648,,
860,BLGM1647,,
861,BLGM1524,,
862,BLGM2402,,
863,BLGM1591,,
864,BLGM1716,,
865,BLGM1617,,
866,BLGM1316,,
867,BLGM1418,,
868,BGLM1019,,
869,BLGM1504,,
870,BLGM1717,,
871,BLGM1669,,
872,BGLM1015,,
873,BLGM1515,,
874,BLGM1487,,
875,BGLM1016,,
876,BLGM2051,,
877,BLGM-2405,,
878,BLGM1440,,
879,BLGM1320,,
880,BLGM-2072,,
881,BLGM-2406,,
882,BLGM2037C,,
883,BLGM-2408,,
884,BLGM1608,,
885,BLGM1545,,
886,BLGM-1913,,
887,BLGM2410,,
888,BLGM2412mark,,
889,BLGM1254,,
890,BLGM1503,,
891,BLGM1678,,
892,BLGM1373,,
893,BLGM1358,,
894,BLGM1237,,
895,BLGM-2413,,
896,BLGM1565,,
897,blgm2414,,
898,BLGM1706,,
899,BLGM1331,,
900,BLGM2420,,
901,BLGM1596,,
902,BLGM2421,,
903,BLGM1421,,
904,BLGM1341,,
905,BGLM1021,,
906,BLGM2425,,
907,BLGM1298,,
908,BLGM1371,,
909,BLGM1375,,
910,BLGM2426,,
911,BLGM1330,,
912,BLGM1437,,
913,BLGM1905,,
914,BLGM1258,,
915,BLGM1261,,
916,BLGM1264,,
917,BLGM1598,,
918,BLGM1664,,
919,BLGM1299,,
920,BLGM2034,,
921,BLGM-2138,,
922,BLGM1682,,
923,BLGM1738,,
924,BLGM1266,,
925,BLGM-2429,,
926,BLGM-1800,,
927,BLGM1269,,
928,BLGM-1964,,
929,BLGM1288,,
930,BLGM1665,,
931,BLGM1646,,
932,BLGM1595,,
933,BLGM1436,,
934,BLGM43 ,,
935,BLGM141 ,,
936,BLGM8,,
937,BLGM40,,
938,BLGM90 ,,
939,BLGM222 ,,
940,BLGM44 ,,
941,BLGM245 ,,
942,BLGM4,,
943,BLGM10,,
944,BLGM45 ,,
945,BLGM213 ,,
946,BLGM11,,
947,BLGM12,,
948,BLGM128 ,,
949,BLGM1,,
950,BLGM47 ,,
951,BLGM135 ,,
952,BLGM144 ,,
953,BLGM160 ,,
954,BLGM203 ,,
955,BLGM232 ,,
956,BLGM225 ,,
957,BLGM212 ,,
958,BLGM33 ,,
959,BLGM219 ,,
960,BLGM308 ,,
961,BLGM204 ,,
962,BLGM74 ,,
963,BLGM75 ,,
964,BLGM48 ,,
965,BLGM197 ,,
966,BLGM138 ,,
967,BLGM154 ,,
968,BLGM016,,
969,BLGM21,,
970,BLGM161 ,,
971,BLGM35 ,,
972,BLGM36,,
973,BLGM38 ,,
974,BLGM192 ,,
975,BLGM115 ,,
976,BLGM158 ,,
977,BLGM233 ,,
978,BLGM214 ,,
979,BLGM207 ,,
980,BLGM49 ,,
981,BLGM107 ,,
982,BLGM276 ,,
983,BLGM108 ,,
984,BLGM50 ,,
985,BLGM311 ,,
986,BLGM218 ,,
987,BLGM122 ,,
988,BLGM156 ,,
989,BLGM303 ,,
990,BLGM279 ,,
991,BLGM216 ,,
992,BLGM114 ,,
993,BLGM191 ,,
994,BLGM190 ,,
995,BLGM143 ,,
996,BLGM246 ,,
997,BLGM152 ,,
998,BLGM117 ,,
999,BLGM116 ,,
1000,BLGM118,,
1001,BLGM157 ,,
1002,BLGM309 ,,
1003,BLGM148 ,,
1004,BLGM51 ,,
1005,BLGM223 ,,
1006,BLGM186 ,,
1007,BLGM170 ,,
1008,BLGM248 ,,
1009,BLGM264 ,,
1010,BLGM272 ,,
1011,BLGM93 ,,
1012,BLGM55 ,,
1013,BLGM112 ,,
1014,BLGM56,,
1015,BLGM280 ,,
1016,BLGM260 ,,
1017,BLGM224 ,,
1018,BLGM198 ,,
1019,BLGM95 ,,
1020,BLGM57 ,,
1021,BLGM84 ,,
1022,BLGM96 ,,
1023,BLGM137 ,,
1024,BLGM58 ,,
1025,BLGM175 ,,
1026,BLGM60 ,,
1027,BLGM208 ,,
1028,BLGM61 ,,
1029,BLGM162 ,,
1030,BLGM251B,,
1031,BLGM262 ,,
1032,BLGM220 ,,
1033,BLGM304 ,,
1034,BLGM285 ,,
1035,BLGM234 ,,
1036,BLGM270 ,,
1037,BLGM140 ,,
1038,BLGM269 ,,
1039,BLGM235 ,,
1040,BLGM256 ,,
1041,BLGM226 ,,
1042,BLGM229 ,,
1043,BLGM151 ,,
1044,BLGM196 ,,
1045,BLGM275 ,,
1046,BLGM150 ,,
1047,BLGM65 ,,
1048,BLGM153 ,,
1049,BLGM217 ,,
1050,BLGM265 ,,
1051,BLGM301 ,,
1052,BLGM103 ,,
1053,BLGM259 ,,
1054,BLGM237 ,,
1055,BLGM145 ,,
1056,BLGM68 ,,
